"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://adraxestate.com/","text/html; charset=UTF-8","200","OK","Indexable","","AdraxEstate","11","109","Web site created using create-react-app","39","245","","0","","0","","0","","","","","","","","","","833","833","0","","","","","5.630","0","0","","0","0","0","0.000","0","0","0","0","0","0","","","","","89c5427ba0203e22282b191be6200738","0.162","","","","","1.1","https://adraxestate.com/","2024-02-23 12:10:48"
"https://adraxestate.com/static/js/main.c2209720.js","application/javascript; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.275","","","","","1.1","https://adraxestate.com/static/js/main.c2209720.js","2024-02-23 12:10:49"
"https://adraxestate.com/static/css/main.cb71bd3b.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","","","","","","","","","0","0","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.390","","","","","1.1","https://adraxestate.com/static/css/main.cb71bd3b.css","2024-02-23 12:10:49"
